01,01,2013	  72.50,   20.50,   22.5
01,01,2013	  73.50,   20.50,   22.3
02,01,2013	  72.50,   20.50,   21.2
02,01,2013	  73.50,   20.50,   21.0
03,01,2013	  72.50,   20.50,   21.2
03,01,2013	  73.50,   20.50,   21.0
04,01,2013	  72.50,   20.50,   21.5
04,01,2013	  73.50,   20.50,   21.4
05,01,2013	  72.50,   20.50,   21.6
05,01,2013	  73.50,   20.50,   21.3
06,01,2013	  72.50,   20.50,   22.4
06,01,2013	  73.50,   20.50,   22.1
07,01,2013	  72.50,   20.50,   21.9
07,01,2013	  73.50,   20.50,   21.6
08,01,2013	  72.50,   20.50,   21.5
08,01,2013	  73.50,   20.50,   21.1
09,01,2013	  72.50,   20.50,   21.4
09,01,2013	  73.50,   20.50,   20.7
10,01,2013	  72.50,   20.50,   20.8
10,01,2013	  73.50,   20.50,   20.7
11,01,2013	  72.50,   20.50,   21.0
11,01,2013	  73.50,   20.50,   20.8
12,01,2013	  72.50,   20.50,   21.1
12,01,2013	  73.50,   20.50,   20.5
13,01,2013	  72.50,   20.50,   19.4
13,01,2013	  73.50,   20.50,   19.0
14,01,2013	  72.50,   20.50,   19.0
14,01,2013	  73.50,   20.50,   18.6
15,01,2013	  72.50,   20.50,   18.7
15,01,2013	  73.50,   20.50,   18.7
16,01,2013	  72.50,   20.50,   19.6
16,01,2013	  73.50,   20.50,   19.3
17,01,2013	  72.50,   20.50,   20.5
17,01,2013	  73.50,   20.50,   20.3
18,01,2013	  72.50,   20.50,   19.5
18,01,2013	  73.50,   20.50,   19.3
19,01,2013	  72.50,   20.50,   19.9
19,01,2013	  73.50,   20.50,   19.7
20,01,2013	  72.50,   20.50,   19.8
20,01,2013	  73.50,   20.50,   19.5
21,01,2013	  72.50,   20.50,   21.4
21,01,2013	  73.50,   20.50,   20.9
22,01,2013	  72.50,   20.50,   19.6
22,01,2013	  73.50,   20.50,   19.4
23,01,2013	  72.50,   20.50,   19.6
23,01,2013	  73.50,   20.50,   19.6
24,01,2013	  72.50,   20.50,   19.6
24,01,2013	  73.50,   20.50,   19.4
