mm,yy,Longitude,Latitude,Rain
01,2015,68.75,20.25,0.0
01,2015,68.75,20.50,0.0
01,2015,68.75,20.75,0.0
01,2015,68.75,21.00,0.0
01,2015,68.75,21.25,0.0
01,2015,68.75,21.50,0.0
01,2015,68.75,21.75,0.0
01,2015,68.75,22.00,0.0
01,2015,68.75,22.25,0.0
01,2015,68.75,22.50,0.0
01,2015,68.75,22.75,0.0
01,2015,68.75,23.00,0.0
01,2015,68.75,23.25,0.0
01,2015,68.75,23.50,0.0
01,2015,68.75,23.75,0.0
01,2015,68.75,24.00,0.0
01,2015,68.75,24.25,0.0
01,2015,68.75,24.50,6.4
01,2015,69.00,20.25,0.0
01,2015,69.00,20.50,2.9
01,2015,69.00,20.75,148.8
01,2015,69.00,21.00,0.0
01,2015,69.00,21.25,0.0
01,2015,69.00,21.50,0.0
01,2015,69.00,21.75,187.0
01,2015,69.00,22.00,1.1
01,2015,69.00,22.25,0.0
01,2015,69.00,22.50,0.0
01,2015,69.00,22.75,94.9
01,2015,69.00,23.00,89.7
01,2015,69.00,23.25,0.0
01,2015,69.00,23.50,0.0
01,2015,69.00,23.75,10.1
01,2015,69.00,24.00,174.1
01,2015,69.00,24.25,3.4
01,2015,69.00,24.50,0.0
01,2015,69.25,20.25,109.1
01,2015,69.25,20.50,0.0
01,2015,69.25,20.75,0.0
01,2015,69.25,21.00,3.7
01,2015,69.25,21.25,125.9
01,2015,69.25,21.50,11.0
01,2015,69.25,21.75,0.0
01,2015,69.25,22.00,0.0
01,2015,69.25,22.25,118.5
01,2015,69.25,22.50,15.1
01,2015,69.25,22.75,0.0
01,2015,69.25,23.00,0.0
01,2015,69.25,23.25,111.9
01,2015,69.25,23.50,72.2
01,2015,69.25,23.75,0.0
01,2015,69.25,24.00,0.0
01,2015,69.25,24.25,46.2
01,2015,69.25,24.50,213.9
01,2015,69.50,20.25,1.6
01,2015,69.50,20.50,0.8
01,2015,69.50,20.75,0.0
01,2015,69.50,21.00,0.0
01,2015,69.50,21.25,0.0
01,2015,69.50,21.50,4.1
01,2015,69.50,21.75,0.0
01,2015,69.50,22.00,0.0
01,2015,69.50,22.25,0.0
01,2015,69.50,22.50,2.5
01,2015,69.50,22.75,2.8
01,2015,69.50,23.00,0.0
01,2015,69.50,23.25,0.0
01,2015,69.50,23.50,0.0
01,2015,69.50,23.75,6.5
01,2015,69.50,24.00,0.0
01,2015,69.50,24.25,0.0
01,2015,69.50,24.50,0.0
01,2015,69.75,20.25,0.0
01,2015,69.75,20.50,0.0
01,2015,69.75,20.75,0.0
01,2015,69.75,21.00,0.0
01,2015,69.75,21.25,0.0
01,2015,69.75,21.50,0.0
01,2015,69.75,21.75,0.0
01,2015,69.75,22.00,0.0
01,2015,69.75,22.25,0.0
01,2015,69.75,22.50,0.0
01,2015,69.75,22.75,0.0
01,2015,69.75,23.00,0.0
01,2015,69.75,23.25,0.0
01,2015,69.75,23.50,0.0
01,2015,69.75,23.75,0.0
01,2015,69.75,24.00,0.0
01,2015,69.75,24.25,0.0
01,2015,69.75,24.50,0.0
01,2015,70.00,20.25,0.9
01,2015,70.00,20.50,0.0
01,2015,70.00,20.75,0.0
01,2015,70.00,21.00,0.0
01,2015,70.00,21.25,63.5
01,2015,70.00,21.50,0.0
01,2015,70.00,21.75,0.0
01,2015,70.00,22.00,0.0
01,2015,70.00,22.25,6.0
01,2015,70.00,22.50,44.9
01,2015,70.00,22.75,0.0
01,2015,70.00,23.00,0.0
01,2015,70.00,23.25,0.0
01,2015,70.00,23.50,36.8
01,2015,70.00,23.75,0.0
01,2015,70.00,24.00,0.0
01,2015,70.00,24.25,0.0
01,2015,70.00,24.50,46.7
01,2015,70.25,20.25,0.0
01,2015,70.25,20.50,0.3
01,2015,70.25,20.75,59.7
01,2015,70.25,21.00,7.2
01,2015,70.25,21.25,0.0
01,2015,70.25,21.50,0.0
01,2015,70.25,21.75,73.9
01,2015,70.25,22.00,6.7
01,2015,70.25,22.25,0.2
01,2015,70.25,22.50,0.0
01,2015,70.25,22.75,12.3
01,2015,70.25,23.00,47.6
01,2015,70.25,23.25,2.1
01,2015,70.25,23.50,0.0
01,2015,70.25,23.75,0.1
01,2015,70.25,24.00,31.3
01,2015,70.25,24.25,6.1
01,2015,70.25,24.50,0.0
01,2015,70.50,20.25,0.0
01,2015,70.50,20.50,0.0
01,2015,70.50,20.75,0.0
01,2015,70.50,21.00,169.8
01,2015,70.50,21.25,0.0
01,2015,70.50,21.50,0.0
01,2015,70.50,21.75,0.0
01,2015,70.50,22.00,128.9
01,2015,70.50,22.25,0.0
01,2015,70.50,22.50,0.0
01,2015,70.50,22.75,0.0
01,2015,70.50,23.00,90.4
01,2015,70.50,23.25,46.8
01,2015,70.50,23.50,0.0
01,2015,70.50,23.75,0.0
01,2015,70.50,24.00,0.0
01,2015,70.50,24.25,132.5
01,2015,70.50,24.50,0.0
01,2015,70.75,20.25,0.0
01,2015,70.75,20.50,0.0
01,2015,70.75,20.75,0.0
01,2015,70.75,21.00,0.0
01,2015,70.75,21.25,0.0
01,2015,70.75,21.50,0.0
01,2015,70.75,21.75,0.0
01,2015,70.75,22.00,0.0
01,2015,70.75,22.25,0.0
01,2015,70.75,22.50,0.0
01,2015,70.75,22.75,0.0
01,2015,70.75,23.00,0.0
01,2015,70.75,23.25,0.0
01,2015,70.75,23.50,0.0
01,2015,70.75,23.75,0.0
01,2015,70.75,24.00,0.0
01,2015,70.75,24.25,0.0
01,2015,70.75,24.50,0.0
01,2015,71.00,20.25,0.0
01,2015,71.00,20.50,0.0
01,2015,71.00,20.75,0.0
01,2015,71.00,21.00,0.0
01,2015,71.00,21.25,0.0
01,2015,71.00,21.50,0.0
01,2015,71.00,21.75,0.0
01,2015,71.00,22.00,0.0
01,2015,71.00,22.25,0.0
01,2015,71.00,22.50,0.0
01,2015,71.00,22.75,0.0
01,2015,71.00,23.00,0.0
01,2015,71.00,23.25,0.0
01,2015,71.00,23.50,0.0
01,2015,71.00,23.75,0.0
01,2015,71.00,24.00,0.0
01,2015,71.00,24.25,0.0
01,2015,71.00,24.50,0.0
01,2015,71.25,20.25,1.6
01,2015,71.25,20.50,0.0
01,2015,71.25,20.75,0.0
01,2015,71.25,21.00,0.0
01,2015,71.25,21.25,0.0
01,2015,71.25,21.50,0.0
01,2015,71.25,21.75,0.0
01,2015,71.25,22.00,0.0
01,2015,71.25,22.25,0.0
01,2015,71.25,22.50,0.0
01,2015,71.25,22.75,0.0
01,2015,71.25,23.00,0.0
01,2015,71.25,23.25,0.0
01,2015,71.25,23.50,0.0
01,2015,71.25,23.75,0.0
01,2015,71.25,24.00,0.0
01,2015,71.25,24.25,0.0
01,2015,71.25,24.50,0.0
01,2015,71.50,20.25,0.0
01,2015,71.50,20.50,0.0
01,2015,71.50,20.75,0.0
01,2015,71.50,21.00,145.0
01,2015,71.50,21.25,0.0
01,2015,71.50,21.50,0.0
01,2015,71.50,21.75,0.0
01,2015,71.50,22.00,125.1
01,2015,71.50,22.25,0.0
01,2015,71.50,22.50,0.0
01,2015,71.50,22.75,0.0
01,2015,71.50,23.00,35.4
01,2015,71.50,23.25,95.0
01,2015,71.50,23.50,0.0
01,2015,71.50,23.75,0.0
01,2015,71.50,24.00,0.0
01,2015,71.50,24.25,35.6
01,2015,71.50,24.50,0.0
01,2015,71.75,20.25,0.0
01,2015,71.75,20.50,0.0
01,2015,71.75,20.75,8.3
01,2015,71.75,21.00,0.0
01,2015,71.75,21.25,0.0
01,2015,71.75,21.50,0.0
01,2015,71.75,21.75,8.0
01,2015,71.75,22.00,0.0
01,2015,71.75,22.25,0.0
01,2015,71.75,22.50,0.0
01,2015,71.75,22.75,0.4
01,2015,71.75,23.00,6.2
01,2015,71.75,23.25,0.0
01,2015,71.75,23.50,0.0
01,2015,71.75,23.75,0.0
01,2015,71.75,24.00,4.9
