mm,yy,Longitude,Latitude,Temperature
01,2015,  68.50,   19.50,   16.8
01,2015,  68.50,   20.50,   16.5
01,2015,  68.50,   21.50,   16.0
01,2015,  68.50,   22.50,   15.0
01,2015,  68.50,   23.50,   14.1
01,2015,  68.50,   24.50,   13.5
01,2015,  68.50,   25.50,   12.8
01,2015,  69.50,   19.50,   17.2
01,2015,  69.50,   20.50,   16.8
01,2015,  69.50,   21.50,   16.4
01,2015,  69.50,   22.50,   15.5
01,2015,  69.50,   23.50,   14.6
01,2015,  69.50,   24.50,   14.2
01,2015,  69.50,   25.50,   13.8
01,2015,  70.50,   19.50,   17.1
01,2015,  70.50,   20.50,   16.7
01,2015,  70.50,   21.50,   16.1
01,2015,  70.50,   22.50,   15.0
01,2015,  70.50,   23.50,   14.1
01,2015,  70.50,   24.50,   13.7
01,2015,  70.50,   25.50,   13.3
01,2015,  71.50,   19.50,   15.7
01,2015,  71.50,   20.50,   15.0
01,2015,  71.50,   21.50,   13.8
01,2015,  71.50,   22.50,   12.3
01,2015,  71.50,   23.50,   11.5
01,2015,  71.50,   24.50,   11.2
01,2015,  71.50,   25.50,   11.0
01,2015,  72.50,   19.50,   12.9
01,2015,  72.50,   20.50,   11.9
01,2015,  72.50,   21.50,   10.7
01,2015,  72.50,   22.50,    9.6
01,2015,  72.50,   23.50,    9.3
01,2015,  72.50,   24.50,    9.4
01,2015,  72.50,   25.50,    9.4
01,2015,  73.50,   19.50,   12.4
01,2015,  73.50,   20.50,   11.8
01,2015,  73.50,   21.50,   11.0
01,2015,  73.50,   22.50,   10.1
01,2015,  73.50,   23.50,    9.8
01,2015,  73.50,   24.50,    9.7
01,2015,  73.50,   25.50,    9.2
01,2015,  74.50,   19.50,   12.3
01,2015,  74.50,   20.50,   11.8
01,2015,  74.50,   21.50,   11.4
01,2015,  74.50,   22.50,   10.5
01,2015,  74.50,   23.50,   10.1
01,2015,  74.50,   24.50,    9.9
01,2015,  74.50,   25.50,    9.3
02,2015,  68.50,   19.50,   18.5
02,2015,  68.50,   20.50,   18.0
02,2015,  68.50,   21.50,   16.8
02,2015,  68.50,   22.50,   15.3
02,2015,  68.50,   23.50,   14.9
02,2015,  68.50,   24.50,   14.5
02,2015,  68.50,   25.50,   13.5
02,2015,  69.50,   19.50,   17.2
02,2015,  69.50,   20.50,   16.8
02,2015,  69.50,   21.50,   17.4
02,2015,  69.50,   22.50,   18.2
02,2015,  69.50,   23.50,   17.3
02,2015,  69.50,   24.50,   17.7
02,2015,  69.50,   25.50,   17.2
02,2015,  70.50,   19.50,   21.5
02,2015,  70.50,   20.50,   19.8
02,2015,  70.50,   21.50,   18.9
02,2015,  70.50,   22.50,   17.5
02,2015,  70.50,   23.50,   15.7
02,2015,  70.50,   24.50,   18.0
02,2015,  70.50,   25.50,   16.7
02,2015,  71.50,   19.50,    nan
02,2015,  71.50,   20.50,    nan
02,2015,  71.50,   21.50,   23.3
02,2015,  71.50,   22.50,   22.1
02,2015,  71.50,   23.50,   19.3
02,2015,  71.50,   24.50,   21.5
02,2015,  71.50,   25.50,   19.3
02,2015,  72.50,   19.50,   -0.6
02,2015,  72.50,   20.50,   -1.3
02,2015,  72.50,   21.50,   -1.1
02,2015,  72.50,   22.50,    nan
02,2015,  72.50,   23.50,    nan
02,2015,  72.50,   24.50,   24.3
02,2015,  72.50,   25.50,   23.3
02,2015,  73.50,   19.50,    4.7
02,2015,  73.50,   20.50,    2.0
02,2015,  73.50,   21.50,    0.1
02,2015,  73.50,   22.50,   -1.5
02,2015,  73.50,   23.50,   -2.1
02,2015,  73.50,   24.50,   -3.1
02,2015,  73.50,   25.50,   -2.1
02,2015,  74.50,   19.50,    9.5
02,2015,  74.50,   20.50,    8.6
02,2015,  74.50,   21.50,    7.1
02,2015,  74.50,   22.50,    4.1
02,2015,  74.50,   23.50,    2.2
02,2015,  74.50,   24.50,    0.9
02,2015,  74.50,   25.50,   -0.4
03,2015,  68.50,   19.50,   18.3
03,2015,  68.50,   20.50,   17.8
03,2015,  68.50,   21.50,   17.2
03,2015,  68.50,   22.50,   16.5
03,2015,  68.50,   23.50,   15.8
03,2015,  68.50,   24.50,   15.6
03,2015,  68.50,   25.50,   15.8
03,2015,  69.50,   19.50,   17.3
03,2015,  69.50,   20.50,   17.0
03,2015,  69.50,   21.50,   16.5
03,2015,  69.50,   22.50,   15.6
03,2015,  69.50,   23.50,   14.9
03,2015,  69.50,   24.50,   14.7
03,2015,  69.50,   25.50,   14.5
03,2015,  70.50,   19.50,   16.6
03,2015,  70.50,   20.50,   16.2
03,2015,  70.50,   21.50,   15.9
03,2015,  70.50,   22.50,   14.9
03,2015,  70.50,   23.50,   14.4
03,2015,  70.50,   24.50,   14.3
03,2015,  70.50,   25.50,   14.1
03,2015,  71.50,   19.50,   16.5
03,2015,  71.50,   20.50,   15.8
03,2015,  71.50,   21.50,   15.3
03,2015,  71.50,   22.50,   14.2
03,2015,  71.50,   23.50,   13.5
03,2015,  71.50,   24.50,   13.3
03,2015,  71.50,   25.50,   12.8
03,2015,  72.50,   19.50,   17.9
03,2015,  72.50,   20.50,   16.9
03,2015,  72.50,   21.50,   15.8
03,2015,  72.50,   22.50,   14.6
03,2015,  72.50,   23.50,   13.6
03,2015,  72.50,   24.50,   13.2
03,2015,  72.50,   25.50,   12.7
03,2015,  73.50,   19.50,   17.8
03,2015,  73.50,   20.50,   17.0
03,2015,  73.50,   21.50,   16.1
03,2015,  73.50,   22.50,   15.0
03,2015,  73.50,   23.50,   14.3
03,2015,  73.50,   24.50,   14.2
03,2015,  73.50,   25.50,   13.8
03,2015,  74.50,   19.50,   18.5
03,2015,  74.50,   20.50,   17.8
03,2015,  74.50,   21.50,   17.0
03,2015,  74.50,   22.50,   16.1
03,2015,  74.50,   23.50,   15.4
03,2015,  74.50,   24.50,   15.2
03,2015,  74.50,   25.50,   14.7
04,2015,  68.50,   19.50,   22.9
04,2015,  68.50,   20.50,   22.1
04,2015,  68.50,   21.50,   22.1
04,2015,  68.50,   22.50,   22.0
04,2015,  68.50,   23.50,   21.9
04,2015,  68.50,   24.50,   21.5
04,2015,  68.50,   25.50,   21.0
04,2015,  69.50,   19.50,   23.2
04,2015,  69.50,   20.50,   22.8
04,2015,  69.50,   21.50,   22.5
04,2015,  69.50,   22.50,   22.8
04,2015,  69.50,   23.50,   22.8
04,2015,  69.50,   24.50,   22.8
04,2015,  69.50,   25.50,   22.4
04,2015,  70.50,   19.50,   23.6
04,2015,  70.50,   20.50,   23.3
04,2015,  70.50,   21.50,   22.8
04,2015,  70.50,   22.50,   22.9
04,2015,  70.50,   23.50,   23.2
04,2015,  70.50,   24.50,   23.1
04,2015,  70.50,   25.50,   23.1
04,2015,  71.50,   19.50,   23.6
04,2015,  71.50,   20.50,   23.5
04,2015,  71.50,   21.50,   22.8
04,2015,  71.50,   22.50,   22.3
04,2015,  71.50,   23.50,   22.5
04,2015,  71.50,   24.50,   23.2
04,2015,  71.50,   25.50,   23.2
04,2015,  72.50,   19.50,   24.2
04,2015,  72.50,   20.50,   24.2
04,2015,  72.50,   21.50,   24.1
04,2015,  72.50,   22.50,   23.0
04,2015,  72.50,   23.50,   22.5
04,2015,  72.50,   24.50,   22.6
04,2015,  72.50,   25.50,   22.9
04,2015,  73.50,   19.50,   23.5
04,2015,  73.50,   20.50,   24.3
04,2015,  73.50,   21.50,   24.2
04,2015,  73.50,   22.50,   24.0
04,2015,  73.50,   23.50,   23.2
04,2015,  73.50,   24.50,   22.8
04,2015,  73.50,   25.50,   22.9
04,2015,  74.50,   19.50,   23.6
04,2015,  74.50,   20.50,   23.7
04,2015,  74.50,   21.50,   24.5
04,2015,  74.50,   22.50,   24.7
04,2015,  74.50,   23.50,   24.2
04,2015,  74.50,   24.50,   23.6
04,2015,  74.50,   25.50,   23.2
05,2015,  68.50,   19.50,   25.4
05,2015,  68.50,   20.50,   25.2
05,2015,  68.50,   21.50,   24.8
05,2015,  68.50,   22.50,   24.3
05,2015,  68.50,   23.50,   23.7
05,2015,  68.50,   24.50,   23.9
05,2015,  68.50,   25.50,   23.7
05,2015,  69.50,   19.50,   25.6
05,2015,  69.50,   20.50,   25.4
05,2015,  69.50,   21.50,   24.9
05,2015,  69.50,   22.50,   24.2
05,2015,  69.50,   23.50,   23.5
05,2015,  69.50,   24.50,   23.6
05,2015,  69.50,   25.50,   23.1
05,2015,  70.50,   19.50,   25.2
05,2015,  70.50,   20.50,   25.0
05,2015,  70.50,   21.50,   24.5
05,2015,  70.50,   22.50,   24.0
05,2015,  70.50,   23.50,   23.5
05,2015,  70.50,   24.50,   23.8
05,2015,  70.50,   25.50,   23.5
05,2015,  71.50,   19.50,   23.9
05,2015,  71.50,   20.50,   24.1
05,2015,  71.50,   21.50,   24.2
05,2015,  71.50,   22.50,   24.2
05,2015,  71.50,   23.50,   23.8
05,2015,  71.50,   24.50,   24.0
05,2015,  71.50,   25.50,   23.4
05,2015,  72.50,   19.50,   24.5
05,2015,  72.50,   20.50,   24.9
05,2015,  72.50,   21.50,   24.8
05,2015,  72.50,   22.50,   24.3
05,2015,  72.50,   23.50,   23.8
05,2015,  72.50,   24.50,   24.1
05,2015,  72.50,   25.50,   24.0
05,2015,  73.50,   19.50,   24.8
05,2015,  73.50,   20.50,   25.0
05,2015,  73.50,   21.50,   25.2
05,2015,  73.50,   22.50,   24.9
05,2015,  73.50,   23.50,   24.7
05,2015,  73.50,   24.50,   24.9
05,2015,  73.50,   25.50,   24.8
05,2015,  74.50,   19.50,   25.8
05,2015,  74.50,   20.50,   25.7
05,2015,  74.50,   21.50,   25.6
05,2015,  74.50,   22.50,   25.0
05,2015,  74.50,   23.50,   24.5
05,2015,  74.50,   24.50,   24.7
05,2015,  74.50,   25.50,   24.6
06,2015,  68.50,   19.50,   25.4
06,2015,  68.50,   20.50,   26.0
06,2015,  68.50,   21.50,   26.7
06,2015,  68.50,   22.50,   26.8
06,2015,  68.50,   23.50,   26.9
06,2015,  68.50,   24.50,   26.5
06,2015,  68.50,   25.50,   25.5
06,2015,  69.50,   19.50,   24.5
06,2015,  69.50,   20.50,   24.7
06,2015,  69.50,   21.50,   25.1
06,2015,  69.50,   22.50,   25.7
06,2015,  69.50,   23.50,   25.9
06,2015,  69.50,   24.50,   26.0
06,2015,  69.50,   25.50,   25.3
06,2015,  70.50,   19.50,   26.4
06,2015,  70.50,   20.50,   26.1
06,2015,  70.50,   21.50,   26.0
06,2015,  70.50,   22.50,   26.3
06,2015,  70.50,   23.50,   26.2
06,2015,  70.50,   24.50,   26.0
06,2015,  70.50,   25.50,   26.2
06,2015,  71.50,   19.50,   24.2
06,2015,  71.50,   20.50,   24.6
06,2015,  71.50,   21.50,   24.2
06,2015,  71.50,   22.50,   24.7
06,2015,  71.50,   23.50,   25.9
06,2015,  71.50,   24.50,   26.5
06,2015,  71.50,   25.50,   26.8
06,2015,  72.50,   19.50,   24.2
06,2015,  72.50,   20.50,   24.9
06,2015,  72.50,   21.50,   24.8
06,2015,  72.50,   22.50,   24.5
06,2015,  72.50,   23.50,   24.9
06,2015,  72.50,   24.50,   25.6
06,2015,  72.50,   25.50,   26.2
06,2015,  73.50,   19.50,   23.6
06,2015,  73.50,   20.50,   24.8
06,2015,  73.50,   21.50,   25.3
06,2015,  73.50,   22.50,   25.1
06,2015,  73.50,   23.50,   24.8
06,2015,  73.50,   24.50,   24.9
06,2015,  73.50,   25.50,   25.4
06,2015,  74.50,   19.50,   23.5
06,2015,  74.50,   20.50,   23.2
06,2015,  74.50,   21.50,   24.2
06,2015,  74.50,   22.50,   24.8
06,2015,  74.50,   23.50,   24.5
06,2015,  74.50,   24.50,   24.5
06,2015,  74.50,   25.50,   24.5
07,2015,  68.50,   19.50,   24.3
07,2015,  68.50,   20.50,   24.8
07,2015,  68.50,   21.50,   25.1
07,2015,  68.50,   22.50,   24.9
07,2015,  68.50,   23.50,   24.8
07,2015,  68.50,   24.50,   25.2
07,2015,  68.50,   25.50,   25.3
07,2015,  69.50,   19.50,   24.4
07,2015,  69.50,   20.50,   24.8
07,2015,  69.50,   21.50,   25.0
07,2015,  69.50,   22.50,   24.9
07,2015,  69.50,   23.50,   24.8
07,2015,  69.50,   24.50,   25.3
07,2015,  69.50,   25.50,   25.7
07,2015,  70.50,   19.50,   24.8
07,2015,  70.50,   20.50,   25.1
07,2015,  70.50,   21.50,   25.3
07,2015,  70.50,   22.50,   25.3
07,2015,  70.50,   23.50,   25.2
07,2015,  70.50,   24.50,   25.7
07,2015,  70.50,   25.50,   26.0
07,2015,  71.50,   19.50,   25.4
07,2015,  71.50,   20.50,   25.8
07,2015,  71.50,   21.50,   25.9
07,2015,  71.50,   22.50,   25.7
07,2015,  71.50,   23.50,   25.5
07,2015,  71.50,   24.50,   26.0
07,2015,  71.50,   25.50,   26.3
07,2015,  72.50,   19.50,   25.4
07,2015,  72.50,   20.50,   25.7
07,2015,  72.50,   21.50,   25.6
07,2015,  72.50,   22.50,   25.4
07,2015,  72.50,   23.50,   25.3
07,2015,  72.50,   24.50,   25.7
07,2015,  72.50,   25.50,   25.9
07,2015,  73.50,   19.50,   25.3
07,2015,  73.50,   20.50,   25.5
07,2015,  73.50,   21.50,   25.4
07,2015,  73.50,   22.50,   25.2
07,2015,  73.50,   23.50,   25.1
07,2015,  73.50,   24.50,   25.6
07,2015,  73.50,   25.50,   25.8
07,2015,  74.50,   19.50,   25.6
07,2015,  74.50,   20.50,   25.7
07,2015,  74.50,   21.50,   25.5
07,2015,  74.50,   22.50,   25.2
07,2015,  74.50,   23.50,   25.0
07,2015,  74.50,   24.50,   25.3
07,2015,  74.50,   25.50,   25.5
08,2015,  68.50,   19.50,   23.9
08,2015,  68.50,   20.50,   24.0
08,2015,  68.50,   21.50,   23.9
08,2015,  68.50,   22.50,   23.7
08,2015,  68.50,   23.50,   23.5
08,2015,  68.50,   24.50,   24.0
08,2015,  68.50,   25.50,   24.3
08,2015,  69.50,   19.50,   24.2
08,2015,  69.50,   20.50,   24.2
08,2015,  69.50,   21.50,   24.0
08,2015,  69.50,   22.50,   23.7
08,2015,  69.50,   23.50,   23.6
08,2015,  69.50,   24.50,   24.0
08,2015,  69.50,   25.50,   24.5
08,2015,  70.50,   19.50,   23.8
08,2015,  70.50,   20.50,   23.9
08,2015,  70.50,   21.50,   24.0
08,2015,  70.50,   22.50,   23.8
08,2015,  70.50,   23.50,   23.8
08,2015,  70.50,   24.50,   24.3
08,2015,  70.50,   25.50,   25.0
08,2015,  71.50,   19.50,   23.1
08,2015,  71.50,   20.50,   23.4
08,2015,  71.50,   21.50,   23.7
08,2015,  71.50,   22.50,   23.7
08,2015,  71.50,   23.50,   23.8
08,2015,  71.50,   24.50,   24.3
08,2015,  71.50,   25.50,   25.0
08,2015,  72.50,   19.50,   22.8
08,2015,  72.50,   20.50,   23.2
08,2015,  72.50,   21.50,   23.6
08,2015,  72.50,   22.50,   23.6
08,2015,  72.50,   23.50,   23.6
08,2015,  72.50,   24.50,   24.0
08,2015,  72.50,   25.50,   24.6
08,2015,  73.50,   19.50,   23.3
08,2015,  73.50,   20.50,   23.6
08,2015,  73.50,   21.50,   24.0
08,2015,  73.50,   22.50,   24.1
08,2015,  73.50,   23.50,   24.1
08,2015,  73.50,   24.50,   24.6
08,2015,  73.50,   25.50,   25.0
08,2015,  74.50,   19.50,   23.9
08,2015,  74.50,   20.50,   24.3
08,2015,  74.50,   21.50,   24.6
08,2015,  74.50,   22.50,   24.6
08,2015,  74.50,   23.50,   24.6
08,2015,  74.50,   24.50,   24.9
08,2015,  74.50,   25.50,   25.3
09,2015,  68.50,   19.50,   23.4
09,2015,  68.50,   20.50,   23.2
09,2015,  68.50,   21.50,   23.5
09,2015,  68.50,   22.50,   23.6
09,2015,  68.50,   23.50,   23.7
09,2015,  68.50,   24.50,   23.7
09,2015,  68.50,   25.50,   23.7
09,2015,  69.50,   19.50,   23.4
09,2015,  69.50,   20.50,   23.0
09,2015,  69.50,   21.50,   23.0
09,2015,  69.50,   22.50,   23.3
09,2015,  69.50,   23.50,   23.3
09,2015,  69.50,   24.50,   23.6
09,2015,  69.50,   25.50,   23.5
09,2015,  70.50,   19.50,   24.7
09,2015,  70.50,   20.50,   24.0
09,2015,  70.50,   21.50,   23.4
09,2015,  70.50,   22.50,   23.4
09,2015,  70.50,   23.50,   23.6
09,2015,  70.50,   24.50,   23.6
09,2015,  70.50,   25.50,   23.9
09,2015,  71.50,   19.50,   24.0
09,2015,  71.50,   20.50,   24.1
09,2015,  71.50,   21.50,   23.7
09,2015,  71.50,   22.50,   23.5
09,2015,  71.50,   23.50,   23.8
09,2015,  71.50,   24.50,   24.1
09,2015,  71.50,   25.50,   24.2
09,2015,  72.50,   19.50,   24.1
09,2015,  72.50,   20.50,   24.6
09,2015,  72.50,   21.50,   24.5
09,2015,  72.50,   22.50,   23.5
09,2015,  72.50,   23.50,   23.7
09,2015,  72.50,   24.50,   24.0
09,2015,  72.50,   25.50,   24.2
09,2015,  73.50,   19.50,   22.0
09,2015,  73.50,   20.50,   22.6
09,2015,  73.50,   21.50,   23.3
09,2015,  73.50,   22.50,   23.1
09,2015,  73.50,   23.50,   22.7
09,2015,  73.50,   24.50,   22.9
09,2015,  73.50,   25.50,   23.1
09,2015,  74.50,   19.50,   21.7
09,2015,  74.50,   20.50,   21.7
09,2015,  74.50,   21.50,   22.7
09,2015,  74.50,   22.50,   23.4
09,2015,  74.50,   23.50,   22.9
09,2015,  74.50,   24.50,   22.8
09,2015,  74.50,   25.50,   22.8
10,2015,  68.50,   19.50,   24.0
10,2015,  68.50,   20.50,   24.2
10,2015,  68.50,   21.50,   24.1
