01,01,2019	  72.50,   20.50,   29.0
01,01,2019	  73.50,   20.50,   29.1
02,01,2019	  72.50,   20.50,   29.5
02,01,2019	  73.50,   20.50,   29.5
03,01,2019	  72.50,   20.50,   29.8
03,01,2019	  73.50,   20.50,   29.9
04,01,2019	  72.50,   20.50,   29.6
04,01,2019	  73.50,   20.50,   29.7
05,01,2019	  72.50,   20.50,   29.3
05,01,2019	  73.50,   20.50,   29.3
06,01,2019	  72.50,   20.50,   29.6
06,01,2019	  73.50,   20.50,   29.7
07,01,2019	  72.50,   20.50,   30.1
07,01,2019	  73.50,   20.50,   30.1
08,01,2019	  72.50,   20.50,   30.7
08,01,2019	  73.50,   20.50,   30.8
09,01,2019	  72.50,   20.50,   30.6
09,01,2019	  73.50,   20.50,   30.9
10,01,2019	  72.50,   20.50,   30.0
10,01,2019	  73.50,   20.50,   30.2
11,01,2019	  72.50,   20.50,   30.0
11,01,2019	  73.50,   20.50,   30.1
12,01,2019	  72.50,   20.50,   29.6
12,01,2019	  73.50,   20.50,   30.0
13,01,2019	  72.50,   20.50,   29.7
13,01,2019	  73.50,   20.50,   30.0
14,01,2019	  72.50,   20.50,   29.8
14,01,2019	  73.50,   20.50,   29.9
15,01,2019	  72.50,   20.50,   29.5
15,01,2019	  73.50,   20.50,   29.8
16,01,2019	  72.50,   20.50,   30.0
16,01,2019	  73.50,   20.50,   30.2
17,01,2019	  72.50,   20.50,   30.0
17,01,2019	  73.50,   20.50,   30.1
18,01,2019	  72.50,   20.50,   29.9
18,01,2019	  73.50,   20.50,   30.2
19,01,2019	  72.50,   20.50,   30.2
19,01,2019	  73.50,   20.50,   30.4
20,01,2019	  72.50,   20.50,   29.5
20,01,2019	  73.50,   20.50,   29.9
21,01,2019	  72.50,   20.50,   29.5
21,01,2019	  73.50,   20.50,   30.0
22,01,2019	  72.50,   20.50,   30.0
22,01,2019	  73.50,   20.50,   30.4
23,01,2019	  72.50,   20.50,   30.3
23,01,2019	  73.50,   20.50,   30.5
24,01,2019	  72.50,   20.50,   31.0
24,01,2019	  73.50,   20.50,   31.2
25,01,2019	  72.50,   20.50,   30.9
25,01,2019	  73.50,   20.50,   31.0
26,01,2019	  72.50,   20.50,   31.0
26,01,2019	  73.50,   20.50,   30.9
27,01,2019	  72.50,   20.50,   30.5
27,01,2019	  73.50,   20.50,   30.5
28,01,2019	  72.50,   20.50,   29.3
28,01,2019	  73.50,   20.50,   29.2
29,01,2019	  72.50,   20.50,   30.0
29,01,2019	  73.50,   20.50,   30.2
30,01,2019	  72.50,   20.50,   30.3
30,01,2019	  73.50,   20.50,   30.5
31,01,2019	  72.50,   20.50,   33.6
31,01,2019	  73.50,   20.50,   33.6
01,02,2019	  72.50,   20.50,   30.0
01,02,2019	  73.50,   20.50,   30.2
02,02,2019	  72.50,   20.50,   30.6
02,02,2019	  73.50,   20.50,   30.9
03,02,2019	  72.50,   20.50,   31.0
03,02,2019	  73.50,   20.50,   31.1
04,02,2019	  72.50,   20.50,   30.9
04,02,2019	  73.50,   20.50,   31.2
05,02,2019	  72.50,   20.50,   31.4
05,02,2019	  73.50,   20.50,   31.7
06,02,2019	  72.50,   20.50,   31.5
06,02,2019	  73.50,   20.50,   31.9
07,02,2019	  72.50,   20.50,   31.9
07,02,2019	  73.50,   20.50,   32.1
08,02,2019	  72.50,   20.50,   32.4
08,02,2019	  73.50,   20.50,   32.6
09,02,2019	  72.50,   20.50,   32.2
09,02,2019	  73.50,   20.50,   32.4
10,02,2019	  72.50,   20.50,   32.2
10,02,2019	  73.50,   20.50,   32.6
11,02,2019	  72.50,   20.50,   31.4
11,02,2019	  73.50,   20.50,   31.6
12,02,2019	  72.50,   20.50,   31.5
12,02,2019	  73.50,   20.50,   31.8
13,02,2019	  72.50,   20.50,   31.3
13,02,2019	  73.50,   20.50,   31.6
14,02,2019	  72.50,   20.50,   31.9
14,02,2019	  73.50,   20.50,   32.2
15,02,2019	  72.50,   20.50,   32.6
15,02,2019	  73.50,   20.50,   32.8
16,02,2019	  72.50,   20.50,   33.2
16,02,2019	  73.50,   20.50,   33.4
17,02,2019	  72.50,   20.50,   34.2
