mm,yy,Longitude,Latitude,Temperature
01,2011,  68.50,   19.50,   26.6
01,2011,  68.50,   20.50,   25.9
01,2011,  68.50,   21.50,   24.9
01,2011,  68.50,   22.50,   23.8
01,2011,  68.50,   23.50,   22.9
01,2011,  68.50,   24.50,   21.8
01,2011,  68.50,   25.50,   20.5
01,2011,  69.50,   19.50,   27.0
01,2011,  69.50,   20.50,   26.2
01,2011,  69.50,   21.50,   24.9
01,2011,  69.50,   22.50,   23.6
01,2011,  69.50,   23.50,   22.2
01,2011,  69.50,   24.50,   21.1
01,2011,  69.50,   25.50,   19.9
01,2011,  70.50,   19.50,   27.3
01,2011,  70.50,   20.50,   26.4
01,2011,  70.50,   21.50,   24.9
01,2011,  70.50,   22.50,   23.5
01,2011,  70.50,   23.50,   22.1
01,2011,  70.50,   24.50,   21.1
01,2011,  70.50,   25.50,   20.0
01,2011,  71.50,   19.50,   26.7
01,2011,  71.50,   20.50,   25.7
01,2011,  71.50,   21.50,   24.3
01,2011,  71.50,   22.50,   23.2
01,2011,  71.50,   23.50,   22.3
01,2011,  71.50,   24.50,   21.1
01,2011,  71.50,   25.50,   19.7
01,2011,  72.50,   19.50,   26.5
01,2011,  72.50,   20.50,   26.0
01,2011,  72.50,   21.50,   25.1
01,2011,  72.50,   22.50,   24.2
01,2011,  72.50,   23.50,   23.2
01,2011,  72.50,   24.50,   21.7
01,2011,  72.50,   25.50,   20.2
01,2011,  73.50,   19.50,   26.8
01,2011,  73.50,   20.50,   26.2
01,2011,  73.50,   21.50,   25.5
01,2011,  73.50,   22.50,   24.9
01,2011,  73.50,   23.50,   23.9
01,2011,  73.50,   24.50,   22.6
01,2011,  73.50,   25.50,   20.9
01,2011,  74.50,   19.50,   28.2
01,2011,  74.50,   20.50,   27.6
01,2011,  74.50,   21.50,   26.6
01,2011,  74.50,   22.50,   25.7
01,2011,  74.50,   23.50,   24.5
01,2011,  74.50,   24.50,   22.7
01,2011,  74.50,   25.50,   20.8
02,2011,  68.50,   19.50,   32.3
02,2011,  68.50,   20.50,   32.0
02,2011,  68.50,   21.50,   31.5
02,2011,  68.50,   22.50,   32.2
02,2011,  68.50,   23.50,   31.3
02,2011,  68.50,   24.50,   31.0
02,2011,  68.50,   25.50,   30.4
02,2011,  69.50,   19.50,   30.4
02,2011,  69.50,   20.50,   30.7
02,2011,  69.50,   21.50,   31.4
02,2011,  69.50,   22.50,   32.3
02,2011,  69.50,   23.50,   32.5
02,2011,  69.50,   24.50,   31.7
02,2011,  69.50,   25.50,   31.2
02,2011,  70.50,   19.50,   31.2
02,2011,  70.50,   20.50,   30.3
02,2011,  70.50,   21.50,   30.4
02,2011,  70.50,   22.50,   30.1
02,2011,  70.50,   23.50,   30.5
02,2011,  70.50,   24.50,   31.0
02,2011,  70.50,   25.50,   31.2
02,2011,  71.50,   19.50,    nan
02,2011,  71.50,   20.50,    nan
02,2011,  71.50,   21.50,   32.8
02,2011,  71.50,   22.50,   31.8
02,2011,  71.50,   23.50,   30.6
02,2011,  71.50,   24.50,   32.1
02,2011,  71.50,   25.50,   30.9
02,2011,  72.50,   19.50,   14.9
02,2011,  72.50,   20.50,   13.6
02,2011,  72.50,   21.50,   13.1
02,2011,  72.50,   22.50,    nan
02,2011,  72.50,   23.50,    nan
02,2011,  72.50,   24.50,   32.7
02,2011,  72.50,   25.50,   32.0
02,2011,  73.50,   19.50,   21.2
02,2011,  73.50,   20.50,   17.2
02,2011,  73.50,   21.50,   14.7
02,2011,  73.50,   22.50,   13.0
02,2011,  73.50,   23.50,   12.2
02,2011,  73.50,   24.50,   10.7
02,2011,  73.50,   25.50,   11.9
02,2011,  74.50,   19.50,   26.7
02,2011,  74.50,   20.50,   25.5
02,2011,  74.50,   21.50,   23.5
02,2011,  74.50,   22.50,   19.4
02,2011,  74.50,   23.50,   15.5
02,2011,  74.50,   24.50,   13.7
02,2011,  74.50,   25.50,   12.0
03,2011,  68.50,   19.50,   33.6
03,2011,  68.50,   20.50,   33.7
03,2011,  68.50,   21.50,   33.3
03,2011,  68.50,   22.50,   32.7
03,2011,  68.50,   23.50,   32.0
03,2011,  68.50,   24.50,   31.3
03,2011,  68.50,   25.50,   30.4
03,2011,  69.50,   19.50,   34.6
03,2011,  69.50,   20.50,   34.7
03,2011,  69.50,   21.50,   34.4
03,2011,  69.50,   22.50,   33.8
03,2011,  69.50,   23.50,   32.8
03,2011,  69.50,   24.50,   31.9
03,2011,  69.50,   25.50,   31.0
03,2011,  70.50,   19.50,   35.1
03,2011,  70.50,   20.50,   34.7
03,2011,  70.50,   21.50,   34.2
03,2011,  70.50,   22.50,   33.5
03,2011,  70.50,   23.50,   32.1
03,2011,  70.50,   24.50,   30.9
03,2011,  70.50,   25.50,   29.8
03,2011,  71.50,   19.50,   35.6
03,2011,  71.50,   20.50,   35.1
03,2011,  71.50,   21.50,   34.5
03,2011,  71.50,   22.50,   33.7
03,2011,  71.50,   23.50,   32.4
03,2011,  71.50,   24.50,   31.4
03,2011,  71.50,   25.50,   30.6
03,2011,  72.50,   19.50,   36.5
03,2011,  72.50,   20.50,   36.0
03,2011,  72.50,   21.50,   35.3
03,2011,  72.50,   22.50,   34.1
03,2011,  72.50,   23.50,   32.8
03,2011,  72.50,   24.50,   31.8
03,2011,  72.50,   25.50,   30.9
03,2011,  73.50,   19.50,   36.6
03,2011,  73.50,   20.50,   36.2
03,2011,  73.50,   21.50,   35.3
03,2011,  73.50,   22.50,   34.3
03,2011,  73.50,   23.50,   33.1
03,2011,  73.50,   24.50,   32.2
03,2011,  73.50,   25.50,   31.2
03,2011,  74.50,   19.50,   36.9
03,2011,  74.50,   20.50,   36.5
03,2011,  74.50,   21.50,   35.8
03,2011,  74.50,   22.50,   34.8
03,2011,  74.50,   23.50,   33.3
03,2011,  74.50,   24.50,   32.3
03,2011,  74.50,   25.50,   31.2
04,2011,  68.50,   19.50,   36.4
04,2011,  68.50,   20.50,   37.4
04,2011,  68.50,   21.50,   36.9
04,2011,  68.50,   22.50,   36.6
04,2011,  68.50,   23.50,   36.3
04,2011,  68.50,   24.50,   35.8
04,2011,  68.50,   25.50,   35.1
04,2011,  69.50,   19.50,   36.2
04,2011,  69.50,   20.50,   36.3
04,2011,  69.50,   21.50,   37.1
04,2011,  69.50,   22.50,   36.8
04,2011,  69.50,   23.50,   36.8
04,2011,  69.50,   24.50,   36.5
04,2011,  69.50,   25.50,   35.9
04,2011,  70.50,   19.50,   36.5
04,2011,  70.50,   20.50,   36.3
04,2011,  70.50,   21.50,   36.4
04,2011,  70.50,   22.50,   36.9
04,2011,  70.50,   23.50,   36.9
04,2011,  70.50,   24.50,   36.8
04,2011,  70.50,   25.50,   35.9
04,2011,  71.50,   19.50,   36.2
04,2011,  71.50,   20.50,   36.1
04,2011,  71.50,   21.50,   36.4
04,2011,  71.50,   22.50,   36.2
04,2011,  71.50,   23.50,   36.2
04,2011,  71.50,   24.50,   36.0
04,2011,  71.50,   25.50,   35.8
04,2011,  72.50,   19.50,   35.2
04,2011,  72.50,   20.50,   36.0
04,2011,  72.50,   21.50,   36.0
04,2011,  72.50,   22.50,   36.6
04,2011,  72.50,   23.50,   35.9
04,2011,  72.50,   24.50,   36.2
04,2011,  72.50,   25.50,   36.4
04,2011,  73.50,   19.50,   34.2
04,2011,  73.50,   20.50,   35.3
04,2011,  73.50,   21.50,   36.0
04,2011,  73.50,   22.50,   36.1
04,2011,  73.50,   23.50,   36.5
04,2011,  73.50,   24.50,   36.0
04,2011,  73.50,   25.50,   36.3
04,2011,  74.50,   19.50,   33.9
04,2011,  74.50,   20.50,   34.4
04,2011,  74.50,   21.50,   35.4
04,2011,  74.50,   22.50,   35.9
04,2011,  74.50,   23.50,   36.0
04,2011,  74.50,   24.50,   36.1
04,2011,  74.50,   25.50,   35.7
05,2011,  68.50,   19.50,   38.7
05,2011,  68.50,   20.50,   38.9
05,2011,  68.50,   21.50,   38.5
05,2011,  68.50,   22.50,   38.1
05,2011,  68.50,   23.50,   37.4
05,2011,  68.50,   24.50,   37.3
05,2011,  68.50,   25.50,   36.8
05,2011,  69.50,   19.50,   38.9
05,2011,  69.50,   20.50,   38.8
05,2011,  69.50,   21.50,   38.3
05,2011,  69.50,   22.50,   38.0
05,2011,  69.50,   23.50,   37.3
05,2011,  69.50,   24.50,   37.2
05,2011,  69.50,   25.50,   36.8
05,2011,  70.50,   19.50,   39.0
05,2011,  70.50,   20.50,   38.7
05,2011,  70.50,   21.50,   38.0
05,2011,  70.50,   22.50,   37.4
05,2011,  70.50,   23.50,   36.6
05,2011,  70.50,   24.50,   36.4
05,2011,  70.50,   25.50,   35.9
05,2011,  71.50,   19.50,   38.6
05,2011,  71.50,   20.50,   38.2
05,2011,  71.50,   21.50,   37.5
05,2011,  71.50,   22.50,   36.9
05,2011,  71.50,   23.50,   36.4
05,2011,  71.50,   24.50,   36.7
05,2011,  71.50,   25.50,   36.6
05,2011,  72.50,   19.50,   38.7
05,2011,  72.50,   20.50,   38.4
05,2011,  72.50,   21.50,   37.8
05,2011,  72.50,   22.50,   37.4
05,2011,  72.50,   23.50,   36.9
05,2011,  72.50,   24.50,   37.2
05,2011,  72.50,   25.50,   37.2
05,2011,  73.50,   19.50,   38.4
05,2011,  73.50,   20.50,   38.1
05,2011,  73.50,   21.50,   37.7
05,2011,  73.50,   22.50,   37.4
05,2011,  73.50,   23.50,   37.2
05,2011,  73.50,   24.50,   37.4
05,2011,  73.50,   25.50,   37.0
05,2011,  74.50,   19.50,   39.0
05,2011,  74.50,   20.50,   38.5
05,2011,  74.50,   21.50,   37.9
05,2011,  74.50,   22.50,   37.6
05,2011,  74.50,   23.50,   37.4
05,2011,  74.50,   24.50,   37.9
05,2011,  74.50,   25.50,   37.9
06,2011,  68.50,   19.50,   37.3
06,2011,  68.50,   20.50,   38.7
06,2011,  68.50,   21.50,   38.9
06,2011,  68.50,   22.50,   38.8
06,2011,  68.50,   23.50,   38.6
06,2011,  68.50,   24.50,   38.0
06,2011,  68.50,   25.50,   37.6
06,2011,  69.50,   19.50,   34.8
06,2011,  69.50,   20.50,   35.4
06,2011,  69.50,   21.50,   36.8
06,2011,  69.50,   22.50,   36.8
06,2011,  69.50,   23.50,   36.9
06,2011,  69.50,   24.50,   37.1
06,2011,  69.50,   25.50,   37.2
06,2011,  70.50,   19.50,   34.9
06,2011,  70.50,   20.50,   35.0
06,2011,  70.50,   21.50,   34.6
06,2011,  70.50,   22.50,   35.8
06,2011,  70.50,   23.50,   36.3
06,2011,  70.50,   24.50,   37.2
06,2011,  70.50,   25.50,   38.0
06,2011,  71.50,   19.50,   33.5
06,2011,  71.50,   20.50,   34.8
06,2011,  71.50,   21.50,   34.7
06,2011,  71.50,   22.50,   34.7
06,2011,  71.50,   23.50,   36.1
06,2011,  71.50,   24.50,   37.0
06,2011,  71.50,   25.50,   38.2
06,2011,  72.50,   19.50,   32.7
06,2011,  72.50,   20.50,   33.4
06,2011,  72.50,   21.50,   34.8
06,2011,  72.50,   22.50,   34.9
