01,01,2015	  72.50,   20.50,   22.7
01,01,2015	  73.50,   20.50,   22.3
02,01,2015	  72.50,   20.50,   22.9
02,01,2015	  73.50,   20.50,   22.6
03,01,2015	  72.50,   20.50,   23.2
03,01,2015	  73.50,   20.50,   22.8
04,01,2015	  72.50,   20.50,   23.1
04,01,2015	  73.50,   20.50,   22.7
05,01,2015	  72.50,   20.50,   22.5
05,01,2015	  73.50,   20.50,   22.1
06,01,2015	  72.50,   20.50,   22.3
06,01,2015	  73.50,   20.50,   21.9
07,01,2015	  72.50,   20.50,   21.4
07,01,2015	  73.50,   20.50,   21.2
08,01,2015	  72.50,   20.50,   21.5
08,01,2015	  73.50,   20.50,   21.1
09,01,2015	  72.50,   20.50,   22.4
09,01,2015	  73.50,   20.50,   21.5
10,01,2015	  72.50,   20.50,   20.0
10,01,2015	  73.50,   20.50,   19.2
11,01,2015	  72.50,   20.50,   18.0
11,01,2015	  73.50,   20.50,   17.7
12,01,2015	  72.50,   20.50,   18.3
12,01,2015	  73.50,   20.50,   17.9
13,01,2015	  72.50,   20.50,   17.9
13,01,2015	  73.50,   20.50,   17.5
14,01,2015	  72.50,   20.50,   18.6
14,01,2015	  73.50,   20.50,   18.1
15,01,2015	  72.50,   20.50,   18.4
15,01,2015	  73.50,   20.50,   18.1
16,01,2015	  72.50,   20.50,   20.3
16,01,2015	  73.50,   20.50,   19.9
17,01,2015	  72.50,   20.50,   20.7
17,01,2015	  73.50,   20.50,   20.0
18,01,2015	  72.50,   20.50,   19.6
18,01,2015	  73.50,   20.50,   19.1
19,01,2015	  72.50,   20.50,   19.4
19,01,2015	  73.50,   20.50,   18.9
20,01,2015	  72.50,   20.50,   19.2
20,01,2015	  73.50,   20.50,   18.8
21,01,2015	  72.50,   20.50,   19.4
21,01,2015	  73.50,   20.50,   19.1
22,01,2015	  72.50,   20.50,   19.0
22,01,2015	  73.50,   20.50,   18.5
23,01,2015	  72.50,   20.50,   21.9
23,01,2015	  73.50,   20.50,   21.1
24,01,2015	  72.50,   20.50,   21.4
24,01,2015	  73.50,   20.50,   20.9
25,01,2015	  72.50,   20.50,   20.3
25,01,2015	  73.50,   20.50,   19.7
26,01,2015	  72.50,   20.50,   20.1
26,01,2015	  73.50,   20.50,   19.6
27,01,2015	  72.50,   20.50,   19.6
27,01,2015	  73.50,   20.50,   19.2
28,01,2015	  72.50,   20.50,   21.4
28,01,2015	  73.50,   20.50,   20.5
29,01,2015	  72.50,   20.50,   21.6
29,01,2015	  73.50,   20.50,   21.1
30,01,2015	  72.50,   20.50,   22.2
30,01,2015	  73.50,   20.50,   21.6
31,01,2015	  72.50,   20.50,   20.8
31,01,2015	  73.50,   20.50,   20.3
01,02,2015	  72.50,   20.50,   20.1
01,02,2015	  73.50,   20.50,   19.9
