mm,yy,Longitude,Latitude,Temperature
01,2010,  68.50,   19.50,   28.6
01,2010,  68.50,   20.50,   28.2
01,2010,  68.50,   21.50,   26.9
01,2010,  68.50,   22.50,   25.6
01,2010,  68.50,   23.50,   24.2
01,2010,  68.50,   24.50,   23.0
01,2010,  68.50,   25.50,   22.0
01,2010,  69.50,   19.50,   29.0
01,2010,  69.50,   20.50,   28.3
01,2010,  69.50,   21.50,   27.1
01,2010,  69.50,   22.50,   25.7
01,2010,  69.50,   23.50,   24.1
01,2010,  69.50,   24.50,   22.5
01,2010,  69.50,   25.50,   20.9
01,2010,  70.50,   19.50,   29.1
01,2010,  70.50,   20.50,   28.0
01,2010,  70.50,   21.50,   26.5
01,2010,  70.50,   22.50,   25.2
01,2010,  70.50,   23.50,   23.8
01,2010,  70.50,   24.50,   22.4
01,2010,  70.50,   25.50,   20.9
01,2010,  71.50,   19.50,   28.4
01,2010,  71.50,   20.50,   27.3
01,2010,  71.50,   21.50,   25.7
01,2010,  71.50,   22.50,   24.5
01,2010,  71.50,   23.50,   23.2
01,2010,  71.50,   24.50,   22.1
01,2010,  71.50,   25.50,   20.8
01,2010,  72.50,   19.50,   28.0
01,2010,  72.50,   20.50,   27.3
01,2010,  72.50,   21.50,   25.7
01,2010,  72.50,   22.50,   24.5
01,2010,  72.50,   23.50,   23.6
01,2010,  72.50,   24.50,   22.9
01,2010,  72.50,   25.50,   22.4
01,2010,  73.50,   19.50,   28.0
01,2010,  73.50,   20.50,   27.7
01,2010,  73.50,   21.50,   26.6
01,2010,  73.50,   22.50,   25.5
01,2010,  73.50,   23.50,   24.7
01,2010,  73.50,   24.50,   23.9
01,2010,  73.50,   25.50,   23.0
01,2010,  74.50,   19.50,   28.5
01,2010,  74.50,   20.50,   28.3
01,2010,  74.50,   21.50,   27.3
01,2010,  74.50,   22.50,   26.3
01,2010,  74.50,   23.50,   25.2
01,2010,  74.50,   24.50,   23.9
01,2010,  74.50,   25.50,   22.4
